textid	target	model	tokenizer	predicted	prob	condition
ex4266	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.3805332481861114	lexical_overlap
ex4267	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6132926940917969	lexical_overlap
ex4268	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5847863554954529	lexical_overlap
ex4269	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8277263045310974	lexical_overlap
ex4270	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5914328694343567	lexical_overlap
ex4271	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8407284617424011	lexical_overlap
ex4272	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6091678738594055	lexical_overlap
ex4273	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.582287073135376	lexical_overlap
ex4274	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5922481417655945	lexical_overlap
ex4275	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5733188390731812	lexical_overlap
ex4276	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5662468075752258	lexical_overlap
ex4277	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.729724109172821	lexical_overlap
ex4278	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6289362907409668	lexical_overlap
ex4279	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5723448395729065	lexical_overlap
ex4280	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8980765342712402	lexical_overlap
ex4281	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5498561859130859	lexical_overlap
ex4282	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4558886885643005	lexical_overlap
ex4283	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7211771607398987	lexical_overlap
ex4284	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8564834594726562	lexical_overlap
ex4285	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7477090954780579	lexical_overlap
ex4286	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5309345126152039	lexical_overlap
ex4287	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5152239799499512	lexical_overlap
ex4288	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4394612312316894	lexical_overlap
ex4289	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7152612209320068	lexical_overlap
ex4290	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6328867673873901	lexical_overlap
ex4291	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7143497467041016	lexical_overlap
ex4292	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6344311833381653	lexical_overlap
ex4293	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5892524719238281	lexical_overlap
ex4294	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6565452814102173	lexical_overlap
ex4295	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4431672394275665	lexical_overlap
ex4296	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6795920133590698	lexical_overlap
ex4297	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5523419380187988	lexical_overlap
ex4298	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6503602862358093	lexical_overlap
ex4299	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5834994316101074	lexical_overlap
ex4300	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6746628880500793	lexical_overlap
ex4301	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5123434066772461	lexical_overlap
ex4302	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6006483435630798	lexical_overlap
ex4303	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.478868693113327	lexical_overlap
ex4304	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7339655160903931	lexical_overlap
ex4305	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6708771586418152	lexical_overlap
ex4306	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4985681772232055	lexical_overlap
ex4307	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.927851676940918	lexical_overlap
ex4308	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6136537790298462	lexical_overlap
ex4309	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4876255989074707	lexical_overlap
ex4310	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6954339742660522	lexical_overlap
ex4311	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6356801390647888	lexical_overlap
ex4312	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5286287069320679	lexical_overlap
ex4313	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5504626631736755	lexical_overlap
ex4314	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5191769599914551	lexical_overlap
ex4315	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6703780889511108	lexical_overlap
ex4316	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6847965717315674	lexical_overlap
ex4317	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.442493200302124	lexical_overlap
ex4318	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6376882791519165	lexical_overlap
ex4319	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6248387694358826	lexical_overlap
ex4320	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4628123044967651	lexical_overlap
ex4321	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6554562449455261	lexical_overlap
ex4322	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4545567631721496	lexical_overlap
ex4323	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5059747099876404	lexical_overlap
ex4324	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8572066426277161	lexical_overlap
ex4325	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4505207538604736	lexical_overlap
ex4326	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4364151656627655	lexical_overlap
ex4327	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8487651348114014	lexical_overlap
ex4328	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6256230473518372	lexical_overlap
ex4329	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4607478678226471	lexical_overlap
ex4330	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7363056540489197	lexical_overlap
ex4331	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7166404724121094	lexical_overlap
ex4332	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5676155686378479	lexical_overlap
ex4333	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6875354647636414	lexical_overlap
ex4334	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6972309350967407	lexical_overlap
ex4335	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6803821325302124	lexical_overlap
ex4336	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4974600374698639	lexical_overlap
ex4337	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8775323629379272	lexical_overlap
ex4338	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6666507124900818	lexical_overlap
ex4339	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6200157403945923	lexical_overlap
ex4340	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4377245903015136	lexical_overlap
ex4341	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6473248600959778	lexical_overlap
ex4342	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.364778995513916	lexical_overlap
ex4343	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5737642049789429	lexical_overlap
ex4344	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5474286675453186	lexical_overlap
ex4345	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.7316415309906006	lexical_overlap
ex4346	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5968943238258362	lexical_overlap
ex4347	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4501497447490692	lexical_overlap
ex4348	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4600005149841308	lexical_overlap
ex4349	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6079667210578918	lexical_overlap
ex4350	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5620296597480774	lexical_overlap
ex4351	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7389392256736755	lexical_overlap
ex4352	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4835961461067199	lexical_overlap
ex4353	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4402649104595184	lexical_overlap
ex4354	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8659862875938416	lexical_overlap
ex4355	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4704910814762115	lexical_overlap
ex4356	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.679298460483551	lexical_overlap
ex4357	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4318810701370239	lexical_overlap
ex4358	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5121651887893677	lexical_overlap
ex4359	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5234222412109375	lexical_overlap
ex4360	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5629551410675049	lexical_overlap
ex4361	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.3636258840560913	lexical_overlap
ex4362	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5634129643440247	lexical_overlap
ex4363	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8556824922561646	lexical_overlap
ex4364	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4850034713745117	lexical_overlap
ex4365	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4623903334140777	lexical_overlap
ex4366	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5648401379585266	lexical_overlap
ex4367	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5319771766662598	lexical_overlap
ex4368	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6503450274467468	lexical_overlap
ex4369	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6243928670883179	lexical_overlap
ex4370	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4851348996162414	lexical_overlap
ex4371	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8338677883148193	lexical_overlap
ex4372	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4287489056587219	lexical_overlap
ex4373	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.574047327041626	lexical_overlap
ex4374	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4873694777488708	lexical_overlap
ex4375	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5485725998878479	lexical_overlap
ex4376	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5447338819503784	lexical_overlap
ex4377	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6194663047790527	lexical_overlap
ex4378	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4000501930713653	lexical_overlap
ex4379	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8142818808555603	lexical_overlap
ex4380	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.670170247554779	lexical_overlap
ex4381	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4221923351287842	lexical_overlap
ex4382	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.668274998664856	lexical_overlap
ex4383	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6914934515953064	lexical_overlap
ex4384	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.9117703437805176	lexical_overlap
ex4385	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7843654155731201	lexical_overlap
ex4386	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7353777289390564	lexical_overlap
ex4387	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.596071720123291	lexical_overlap
ex4388	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.47856006026268	lexical_overlap
ex4389	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5852733254432678	lexical_overlap
ex4390	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4525614380836487	lexical_overlap
ex4391	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.574455976486206	lexical_overlap
ex4392	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5032373666763306	lexical_overlap
ex4393	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6499455571174622	lexical_overlap
ex4394	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.631517767906189	lexical_overlap
ex4395	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5559481382369995	lexical_overlap
ex4396	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6450289487838745	lexical_overlap
ex4397	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5359994769096375	lexical_overlap
ex4398	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.622440755367279	lexical_overlap
ex4399	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8943655490875244	lexical_overlap
ex4400	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8279361724853516	lexical_overlap
ex4401	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6109118461608887	lexical_overlap
ex4402	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.504933774471283	lexical_overlap
ex4403	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.83319091796875	lexical_overlap
ex4404	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.837409496307373	lexical_overlap
ex4405	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6049294471740723	lexical_overlap
ex4406	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.567966103553772	lexical_overlap
ex4407	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5948916673660278	lexical_overlap
ex4408	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7676607370376587	lexical_overlap
ex4409	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4470810890197754	lexical_overlap
ex4410	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4293203055858612	lexical_overlap
ex4411	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8816415667533875	lexical_overlap
ex4412	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.890857458114624	lexical_overlap
ex4413	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.461709588766098	lexical_overlap
ex4414	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4398397505283355	lexical_overlap
ex4415	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4282430410385132	lexical_overlap
ex4416	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5023595690727234	lexical_overlap
ex4417	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4728487730026245	lexical_overlap
ex4418	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7048468589782715	lexical_overlap
ex4419	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.3990845680236816	lexical_overlap
ex4420	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6414471864700317	lexical_overlap
ex4421	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.794953465461731	lexical_overlap
ex4422	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_1	0.3523151874542236	lexical_overlap
ex4423	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7597471475601196	lexical_overlap
ex4424	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4795841574668884	lexical_overlap
ex4425	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5101314187049866	lexical_overlap
ex4426	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4082972109317779	lexical_overlap
ex4427	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.3757794201374054	lexical_overlap
ex4428	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.797044575214386	lexical_overlap
ex4429	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6585271954536438	lexical_overlap
ex4430	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4176931381225586	lexical_overlap
ex4431	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6362313628196716	lexical_overlap
ex4432	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5366767644882202	lexical_overlap
ex4433	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6642364859580994	lexical_overlap
ex4434	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5461271405220032	lexical_overlap
ex4435	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4382177591323852	lexical_overlap
ex4436	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7881083488464355	lexical_overlap
ex4437	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4468664228916168	lexical_overlap
ex4438	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7648787498474121	lexical_overlap
ex4439	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6286864876747131	lexical_overlap
ex4440	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.641567587852478	lexical_overlap
ex4441	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4431433081626892	lexical_overlap
ex4442	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6107966303825378	lexical_overlap
ex4443	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7922657132148743	lexical_overlap
ex4444	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7905896902084351	lexical_overlap
ex4445	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5564658641815186	lexical_overlap
ex4446	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_1	0.4179602265357971	lexical_overlap
ex4447	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4321537017822265	lexical_overlap
ex4448	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4666190147399902	lexical_overlap
ex4449	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.3956215679645538	lexical_overlap
ex4450	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.868032693862915	lexical_overlap
ex4451	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6180675625801086	lexical_overlap
ex4452	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7819634079933167	lexical_overlap
ex4453	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5832534432411194	lexical_overlap
ex4454	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4771521687507629	lexical_overlap
ex4455	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.9077531099319458	lexical_overlap
ex4456	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4452901482582092	lexical_overlap
ex4457	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6362898945808411	lexical_overlap
ex4458	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5492207407951355	lexical_overlap
ex4459	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6385266184806824	lexical_overlap
ex4460	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5584751963615417	lexical_overlap
ex4461	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.3947927951812744	lexical_overlap
ex4462	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5385520458221436	lexical_overlap
ex4463	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.562268078327179	lexical_overlap
ex4464	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5509909391403198	lexical_overlap
ex4465	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6657953262329102	lexical_overlap
ex4466	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5503886342048645	lexical_overlap
ex4467	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4322358071804046	lexical_overlap
ex4468	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.694367527961731	lexical_overlap
ex4469	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4807334244251251	lexical_overlap
ex4470	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5502610206604004	lexical_overlap
ex4471	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.422154426574707	lexical_overlap
ex4472	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7821747064590454	lexical_overlap
ex4473	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5827224254608154	lexical_overlap
ex4474	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7494251132011414	lexical_overlap
ex4475	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4555301070213318	lexical_overlap
ex4476	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6702327132225037	lexical_overlap
ex4477	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5656347274780273	lexical_overlap
ex4478	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.4449350237846374	lexical_overlap
ex4479	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.3940871655941009	lexical_overlap
ex4480	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4098729491233825	lexical_overlap
ex4481	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.6135578155517578	lexical_overlap
ex4482	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6760041117668152	lexical_overlap
ex4483	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.7541410326957703	lexical_overlap
ex4484	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4450743198394775	lexical_overlap
ex4485	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5947239995002747	lexical_overlap
ex4486	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.4846854507923126	lexical_overlap
ex4487	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5543221235275269	lexical_overlap
ex4488	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5375849008560181	lexical_overlap
ex4489	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.8581030964851379	lexical_overlap
ex4490	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.5204880237579346	lexical_overlap
ex4491	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.6601080298423767	lexical_overlap
ex4492	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.55545574426651	lexical_overlap
ex4493	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_0	0.5174707770347595	lexical_overlap
ex4494	non-entailment	mnli_models/mnli_model1	mnli_models/mnli_model1	LABEL_2	0.9001188278198242	lexical_overlap
